Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Soğuksu Restaurant,"Şehitekrem, Piknik Sk., 41030 Başiskele/Kocaeli",,No Email Found,https://instagram.com/soguksurestaurantbahcecik?utm_medium=copy_link,https://www.google.com/maps/place/So%C4%9Fuksu+Restaurant/data=!4m7!3m6!1s0x14cb43a63f9e910b:0xffa28acc36f6abe6!8m2!3d40.6665169!4d29.9235336!16s%2Fg%2F11b7lnck6y!19sChIJC5GeP6ZDyxQR5qv2NsyKov8?authuser=0&hl=tr&rclk=1
Seyir 360 Cafe Restaurant,"ışıltı sok. Mikav, Yuvacık Yakacık, mesire alanı 16/33, 41090 Başiskele/Kocaeli",,No Email Found,https://www.seyir360.com/qr-menu/,https://www.google.com/maps/place/Seyir+360+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb5d1fb2372987:0x4d3d6eb308327c54!8m2!3d40.6879521!4d29.9502844!16s%2Fg%2F11sh4bwcw6!19sChIJhyk3sh9dyxQRVHwyCLNuPU0?authuser=0&hl=tr&rclk=1
Taşköprü Restaurant Kafe,"Servetiye Cami, dere mevkii No:3, 41090 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Ta%C5%9Fk%C3%B6pr%C3%BC+Restaurant+Kafe/data=!4m7!3m6!1s0x14cb43be86595d7f:0xbedf00374637c84b!8m2!3d40.6420701!4d29.9417073!16s%2Fg%2F11p0z9k9k1!19sChIJf11Zhr5DyxQRS8g3RjcA374?authuser=0&hl=tr&rclk=1
Başiskele Antik Köfte,"Sahil, Liman Cd. No: 35/13, 41090 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Ba%C5%9Fiskele+Antik+K%C3%B6fte/data=!4m7!3m6!1s0x14cb45b5e37d7cbb:0x9ade54ad675140e4!8m2!3d40.7175529!4d29.9265047!16s%2Fg%2F11vds1f9jt!19sChIJu3x947VFyxQR5EBRZ61U3po?authuser=0&hl=tr&rclk=1
The Hunger İzmit Symbol Avm,"Ovacık Mahallesi D100 Karayolu Caddesi No: 48 GF Başiskele, 41190 Başiiskele/Kocaeli",,thehunger@thehunger.com.tr,https://www.thehunger.com.tr/,https://www.google.com/maps/place/The+Hunger+%C4%B0zmit+Symbol+Avm/data=!4m7!3m6!1s0x14cb51a59095ae37:0x9f1888c27f4cc476!8m2!3d40.7572302!4d29.9791631!16s%2Fg%2F11tj6gh0hw!19sChIJN66VkKVRyxQRdsRMf8KIGJ8?authuser=0&hl=tr&rclk=1
Köfteci Yusuf,"Ovacık, D100 No:18, 41140 Başiskele/Kocaeli",,No Email Found,https://www.google.com/url?q=https://www.kofteciyusuf.com/&opi=79508299&sa=U&ved=0ahUKEwiW6d7MpaqMAxUZrJUCHTfuNDQQ61gIGSgQ&usg=AOvVaw2Lf4XvfkZzvbfW4ubTtKBx,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m7!3m6!1s0x408703b02dc8c6cd:0x9195ea3dcd417229!8m2!3d40.7598112!4d29.9742297!16s%2Fg%2F11clwj6t6q!19sChIJzcbILbADh0ARKXJBzT3qlZE?authuser=0&hl=tr&rclk=1
Muhteşem kebap başiskele,"Sahil, D130 D:1, 41100 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Muhte%C5%9Fem+kebap+ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45663a51d2e7:0x3009d5bac72dd235!8m2!3d40.7135696!4d29.9277515!16s%2Fg%2F11h79nb_x5!19sChIJ59JROmZFyxQRNdItx7rVCTA?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı Başiskele,"Körfez, Liman Cd. No:116, 41245 Başiskele/Kocaeli",,info@cinaraltikunefe.com,https://www.google.com/url?q=http://www.cinaraltikunefe.com/&opi=79508299&sa=U&ved=0ahUKEwiz9MDVpaqMAxV1iJUCHeBmM0kQ61gIFCgQ&usg=AOvVaw3gBayFhvvETzM1FldCdvbm,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45d432b5becd:0x335fba193c4ea300!8m2!3d40.7162941!4d29.9217853!16s%2Fg%2F11tws2mz49!19sChIJzb61MtRFyxQRAKNOPBm6XzM?authuser=0&hl=tr&rclk=1
Serbahçe Restorant & Konaklama,"Servetiye Karşı Mah. Hacı Haliller Dere Mevkii No:59 , Yuvacık, 41090 Başiskele/Kocaeli",,No Email Found,https://www.google.com/url?q=https://www.serbahce.com/&opi=79508299&sa=U&ved=0ahUKEwjJ0NnVpaqMAxVqppUCHdFYFVYQ61gIEigO&usg=AOvVaw2ATy6G3DnTtYVc7bZzM6BB,https://www.google.com/maps/place/Serbah%C3%A7e+Restorant+%26+Konaklama/data=!4m7!3m6!1s0x14cb43d0ca5ca1b5:0x3a0818783088d215!8m2!3d40.6348359!4d29.9299303!16s%2Fg%2F11fsk8rqtv!19sChIJtaFcytBDyxQRFdKIMHgYCDo?authuser=0&hl=tr&rclk=1
Kasap Cemal,"Vezirçiftliği Fakülte Caddesi, Gül Sk. No:82, 41140 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Kasap+Cemal/data=!4m7!3m6!1s0x14cb4513c820f9ef:0xf4fa3bbe0fc95c4!8m2!3d40.7411309!4d29.9612706!16s%2Fg%2F11h18gkpzd!19sChIJ7_kgyBNFyxQRxJX84LujTw8?authuser=0&hl=tr&rclk=1
Jumbo Künefe Başiskele Sahil,"Körfez, Liman Cd. No: 70, 41245 Başiskele/Kocaeli",,"cerenkanberoglu@ilepa.com.tr, e.kekliik@gmail.com, burakbektas@jumbokunefe.com, info@jumbokunefe.com, arif@ilepa.com.tr, ilkeracay@jumbokunefe.com",https://www.google.com/url?q=https://jumbokunefe.com/&opi=79508299&sa=U&ved=0ahUKEwjaj-PWpaqMAxUgr5UCHQvODw0Q61gIFCgQ&usg=AOvVaw03DCyBlcWk2Mjsx9RAPCD3,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+Ba%C5%9Fiskele+Sahil/data=!4m7!3m6!1s0x14cb455089b9075d:0x599248a3e3fa37dc!8m2!3d40.713712!4d29.916774!16s%2Fg%2F11v097zmc_!19sChIJXQe5iVBFyxQR3Df646NIklk?authuser=0&hl=tr&rclk=1
Topçuoğlu inşaat,"Yeşilyurt, Hoca Ahmet Yesevi Cd. No:320/A, 41030 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Top%C3%A7uo%C4%9Flu+in%C5%9Faat/data=!4m7!3m6!1s0x14cb451ab438e433:0x138c8568303a556b!8m2!3d40.7198453!4d29.947967!16s%2Fg%2F11ndw6h46b!19sChIJM-Q4tBpFyxQRa1U6MGiFjBM?authuser=0&hl=tr&rclk=1
Mitza park,"Körfez, Liman Cd. No:15 D:15, 41245 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Mitza+park/data=!4m7!3m6!1s0x14cb4469ef914bcb:0xb87cdddac92c8a8!8m2!3d40.714397!4d29.9113924!16s%2Fg%2F11byxfzsfd!19sChIJy0uR72lEyxQRqMiSrN3Nhws?authuser=0&hl=tr&rclk=1
Gölbaşı Restaurant,"Hisareyn Mh. Fatih Cd. No:185, Gölcük / Kocaeli, 41663",,iletisim@golbasirestaurant.net,https://www.google.com/url?q=http://www.golbasirestaurant.net/&opi=79508299&sa=U&ved=0ahUKEwiU9uPipaqMAxU3qZUCHUjzA3cQ61gIFSgQ&usg=AOvVaw0qxEkZFhSj-BfgPzxZpIQX,https://www.google.com/maps/place/G%C3%B6lba%C5%9F%C4%B1+Restaurant/data=!4m7!3m6!1s0x14cb40cbf7721973:0x5c535b03c9927b83!8m2!3d40.6831817!4d29.8660945!16s%2Fg%2F1hc1l_m9w!19sChIJcxly98tAyxQRg3uSyQNbU1w?authuser=0&hl=tr&rclk=1
Esnaf Lokanta,"Yeşilyurt, 41190 Başiskele/Kocaeli",,No Email Found,https://instagram.com/esnaflokantaa?igshid=xlkkke2ctpnh,https://www.google.com/maps/place/Esnaf+Lokanta/data=!4m7!3m6!1s0x14cb45aaa59c5e2d:0xbb0a83f50af33774!8m2!3d40.7225126!4d29.950173!16s%2Fg%2F11fk1lgwss!19sChIJLV6cpapFyxQRdDfzCvWDCrs?authuser=0&hl=tr&rclk=1
Izgara köşk,"Servetiye Cami, yuvacık köyü, 41090 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Izgara+k%C3%B6%C5%9Fk/data=!4m7!3m6!1s0x14cb434a43f8b661:0xe6dbc7492d750aff!8m2!3d40.6379375!4d29.9445371!16s%2Fg%2F11lc_psm0p!19sChIJYbb4Q0pDyxQR_wp1LUnH2-Y?authuser=0&hl=tr&rclk=1
Karadeniz Mutfağı,"Seymen, Günaydın Cd. No:2, 41245 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Karadeniz+Mutfa%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cb440d208ab56d:0x1a0fac6b872e7cd5!8m2!3d40.7060747!4d29.9033592!16s%2Fg%2F11c2j7ld0s!19sChIJbbWKIA1EyxQR1Xwuh2usDxo?authuser=0&hl=tr&rclk=1
Hermess Italian,"Körfez, Bekçi Sk. No:20, 41245 Başiskele/Kocaeli",,Error Accessing Site,https://hermessitalian.com/,https://www.google.com/maps/place/Hermess+Italian/data=!4m7!3m6!1s0x14cb45aee5fd2657:0xe5e5e77625a69df8!8m2!3d40.7160838!4d29.9222941!16s%2Fg%2F11krp3jbh_!19sChIJVyb95a5FyxQR-J2mJXbn5eU?authuser=0&hl=tr&rclk=1
Asgana Taş Ev,"Seymen, Hacıbey Sk. No:42, 41245 Başiskele/Kocaeli",,No Email Found,http://www.asganatasev.com/,https://www.google.com/maps/place/Asgana+Ta%C5%9F+Ev/data=!4m7!3m6!1s0x14cb456ac1726f31:0x917fc3b41cb15095!8m2!3d40.7113945!4d29.9013922!16s%2Fg%2F11f6xk49x2!19sChIJMW9ywWpFyxQRlVCxHLTDf5E?authuser=0&hl=tr&rclk=1
I Love Pizza,"Yeşilyurt, Galip Erenoğlu Cd. No:26, 41190 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/I+Love+Pizza/data=!4m7!3m6!1s0x14cb452b5538230d:0xbcebcb3a401ff78a!8m2!3d40.7105779!4d29.965898!16s%2Fg%2F11qnbnr9d9!19sChIJDSM4VStFyxQRivcfQDrL67w?authuser=0&hl=tr&rclk=1
Sahil Kafe,"Seymen, Liman Cd. No:5, 41245 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Sahil+Kafe/data=!4m7!3m6!1s0x14cb446a54fa7669:0xb893c891324fb1eb!8m2!3d40.7139914!4d29.9074733!16s%2Fg%2F11bycj89s2!19sChIJaXb6VGpEyxQR67FPMpHIk7g?authuser=0&hl=tr&rclk=1
İskele Naila Cafe Restaurant,"No:, Körfez, Liman Cd. No:17, 41090 Başiskele/Kocaeli",,No Email Found,http://www.iskelenaila.com/,https://www.google.com/maps/place/%C4%B0skele+Naila+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb44427ed059dd:0x20564b1aee4128e2!8m2!3d40.7151074!4d29.9130462!16s%2Fg%2F11b7q30q0x!19sChIJ3VnQfkJEyxQR4ihB7hpLViA?authuser=0&hl=tr&rclk=1
Balıkçı Güngör - Başiskele,"Körfez Mahallesi Liman Caddesi Numara: 100/1, 41245 Başiskele/Kocaeli",,No Email Found,http://www.instagram.com/balikcigungor,https://www.google.com/maps/place/Bal%C4%B1k%C3%A7%C4%B1+G%C3%BCng%C3%B6r+-+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb451c7f29173b:0x408769b03574351a!8m2!3d40.7160771!4d29.9199585!16s%2Fg%2F11fcr8qw83!19sChIJOxcpfxxFyxQRGjV0NbBph0A?authuser=0&hl=tr&rclk=1
Kız Kulesi Restaurant,"Mehmetağa, Dereboyu Sk., 41140 Başiskele/Kocaeli",Telefon Yok,No Email Found,https://restaurantguru.com/Basiskele-Kiz-Kulesi-Parki-Golcuk,https://www.google.com/maps/place/K%C4%B1z+Kulesi+Restaurant/data=!4m7!3m6!1s0x14cb5ac0ce3e0603:0xe7165414891bf2d4!8m2!3d40.727669!4d29.9918508!16s%2Fg%2F11g690cd4f!19sChIJAwY-zsBayxQR1PIbiRRUFuc?authuser=0&hl=tr&rclk=1
Baştürk Kafe Restaurant,"Yuvacık Yakacık, Çataldere Cd. No:61, 41090 Başiskele/Kocaeli",,No Email Found,https://restaurantguru.com/Basturk-Restaurant-Dogantepe,https://www.google.com/maps/place/Ba%C5%9Ft%C3%BCrk+Kafe+Restaurant/data=!4m7!3m6!1s0x14cb4354bca43ecf:0x81a936138947547a!8m2!3d40.675255!4d29.9728852!16s%2Fg%2F11fy4m8x1n!19sChIJzz6kvFRDyxQRelRHiRM2qYE?authuser=0&hl=tr&rclk=1
Crespo Burger Argentina Başiskele,"Fatih, Galip Erenoğlu Cd. No:12E, 41190 Başiskele/Kocaeli",,"dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, info@crespoburger.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com",https://www.crespobbq.com/,https://www.google.com/maps/place/Crespo+Burger+Argentina+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb456dca16e17f:0xff5c1398aeebe549!8m2!3d40.7100783!4d29.9654158!16s%2Fg%2F11t9r03gtq!19sChIJf-EWym1FyxQRSeXrrpgTXP8?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı Başiskele,"Körfez, Liman Cd. No:116, 41245 Başiskele/Kocaeli",,info@cinaraltikunefe.com,https://www.google.com/url?q=http://www.cinaraltikunefe.com/&opi=79508299&sa=U&ved=0ahUKEwiTo_6IpqqMAxXPkZUCHf0PMowQ61gIFCgQ&usg=AOvVaw0fgCHFi5eQTY2-LrtN8DC0,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45d432b5becd:0x335fba193c4ea300!8m2!3d40.7162941!4d29.9217853!16s%2Fg%2F11tws2mz49!19sChIJzb61MtRFyxQRAKNOPBm6XzM?authuser=0&hl=tr&rclk=1
Bilinmiyor,Adres Yok,Telefon Yok,No Website,N/A,https://www.google.com/aclk?sa=l&ai=DChcSEwiK4ZCWpaqMAxWWi2gJHfAKI94YABAAGgJ3Zg&co=1&gclid=EAIaIQobChMIiuGQlqWqjAMVlotoCR3wCiPeEBAYASAAEgKIbvD_BwE&sig=AOD64_18belQz7rqCCYXu1D5jsbBXbShZA&adurl=&rct=j
Yuvacık şelalesi,"Servetiye Karşı, 41090 Başiskele/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Yuvac%C4%B1k+%C5%9Felalesi/data=!4m7!3m6!1s0x14cb43c367ce2465:0xaa86ebca0c273ed0!8m2!3d40.6431628!4d29.9440353!16s%2Fg%2F11j8z_31l6!19sChIJZSTOZ8NDyxQR0D4nDMrrhqo?authuser=0&hl=tr&rclk=1
TARİHİ HARPUT LAHMACUN,"Barbaros, Millet Cd. No:63, 41090 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/TAR%C4%B0H%C4%B0+HARPUT+LAHMACUN/data=!4m7!3m6!1s0x14cb458931c4bb6f:0x4d79911fb793d29c!8m2!3d40.7107383!4d29.9329477!16s%2Fg%2F11fnb_7rh2!19sChIJb7vEMYlFyxQRnNKTtx-ReU0?authuser=0&hl=tr&rclk=1
Fika Kahve & Mutfak,"Yeniköy Merkez Mahallesi Ilıca Caddesi, Bizim Sk. No:2, 41275 Başiskele/Kocaeli",Telefon Yok,No Email Found,https://www.google.com/url?q=https://instagram.com/fikakahvemutfak%3Figshid%3DYmMyMTA2M2Y%3D&opi=79508299&sa=U&ved=0ahUKEwjEs8ySpqqMAxXMqZUCHRIGDh0Q61gIFSgM&usg=AOvVaw20oCaWfTXXKChCn40ot3GZ,https://www.google.com/maps/place/Fika+Kahve+%26+Mutfak/data=!4m7!3m6!1s0x14cb43ec6513d32b:0x42552276082b9fbd!8m2!3d40.698666!4d29.884863!16s%2Fg%2F11trcsvt9w!19sChIJK9MTZexDyxQRvZ8rCHYiVUI?authuser=0&hl=tr&rclk=1
Adanalı Kebapçı Namık Usta,"Ovacık, D100 No:24, 41140 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Adanal%C4%B1+Kebap%C3%A7%C4%B1+Nam%C4%B1k+Usta/data=!4m7!3m6!1s0x14cb513985e6f4b9:0xe34c64da846e7216!8m2!3d40.759487!4d29.9761528!16s%2Fg%2F11ss3kfcng!19sChIJufTmhTlRyxQRFnJuhNpkTOM?authuser=0&hl=tr&rclk=1
Ciğerci Süleyman,":121, 41190 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/Ci%C4%9Ferci+S%C3%BCleyman/data=!4m7!3m6!1s0x14cb451d32c442f3:0x7c5e4d2c57a3405b!8m2!3d40.7119722!4d29.9110784!16s%2Fg%2F11g0drpm_p!19sChIJ80LEMh1FyxQRW0CjVyxNXnw?authuser=0&hl=tr&rclk=1
Maydonoz Döner Kocaeli Başiskele,"Yaylacık, Hürler Cd. no: 270/A, 41190 Başiskele/Kocaeli",,info@maydonozdoner.com,https://www.google.com/url?q=https://www.maydonozdoner.com/&opi=79508299&sa=U&ved=0ahUKEwjhvrWgpqqMAxU6lJUCHdMjDKEQ61gIGigQ&usg=AOvVaw16yavIvLmZlntARc6CwNsi,https://www.google.com/maps/place/Maydonoz+D%C3%B6ner+Kocaeli+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb4571ec7211bd:0x8a8b0a6b25376eb5!8m2!3d40.7212991!4d29.9681845!16s%2Fg%2F11vxjx_pj1!19sChIJvRFy7HFFyxQRtW43JWsKi4o?authuser=0&hl=tr&rclk=1
Saklı Vadi Yuvacık,"Baraj Kapakları Altı, 41340 Başiskele/Kocaeli",,No Email Found,http://saklivadiyuvacik.com/,https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb44aac9be8eb3:0x2a8043ef05ed273b!8m2!3d40.679948!4d29.9732003!16s%2Fg%2F1hc4yj3k9!19sChIJs46-yapEyxQROyftBe9DgCo?authuser=0&hl=tr&rclk=1
Değirmen Kebap,"Barbaros, Atatürk Cd. No:19, 41090 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/De%C4%9Firmen+Kebap/data=!4m7!3m6!1s0x14cb44f56d25359b:0x3876b90e3605c234!8m2!3d40.7117976!4d29.9291845!16s%2Fg%2F11cnbk3733!19sChIJmzUlbfVEyxQRNMIFNg65djg?authuser=0&hl=tr&rclk=1
Başiskele Balıkçısı,"Yeşilyurt, Çuhadar Cd. 26-28, 41190 Başiskele/Kocaeli",(0262) 344 31 77,No Website,N/A,https://www.google.com/maps/place/Ba%C5%9Fiskele+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb45abd5d6199f:0x30e6a0a7d01a3fc9!8m2!3d40.721867!4d29.9498315!16s%2Fg%2F11tfpqzsfc!19sChIJnxnW1atFyxQRyT8a0Keg5jA?authuser=0&hl=tr&rclk=1
YUVACİK KAZLI BAHCE,"Yuvacık Yakacık, Hamdi Taşdemir Cd. No:58, 41190 Başiskele/Kocaeli",0532 550 05 41,"dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com",https://www.yuvacikkazlibahce.com/,https://www.google.com/maps/place/YUVAC%C4%B0K+KAZLI+BAHCE/data=!4m10!3m9!1s0x14cb43f6b4c69b53:0x594d44f446e3daf1!5m2!4m1!1i2!8m2!3d40.6789538!4d29.9649692!16s%2Fg%2F11vd88_m1r!19sChIJU5vGtPZDyxQR8drjRvRETVk?authuser=0&hl=tr&rclk=1
